State,Latitude,Longitude,Rainfall,Soil_Moisture,Slope,Elevation,Temperature,Risk
Meghalaya,25.976951,91.855403,22.1,0.136,17.2,50.0,24.7,Low
Manipur,24.009821,93.520537,197.0,0.32,13.1,50.0,33.6,Low
Meghalaya,25.371768,90.549871,136.8,0.353,59.4,2753.2,14.2,Moderate
Manipur,24.778511,93.963997,137.7,0.332,17.1,445.4,22.7,Low
Assam,25.498921,91.928872,118.3,0.155,23.7,932.0,24.4,Low
Manipur,25.374256,94.420727,70.0,0.114,65.0,3252.2,8.3,Moderate
Sikkim,27.369355,88.82241,63.4,0.076,14.0,901.1,22.8,Low
Manipur,25.610349,93.588137,119.4,0.498,43.9,2199.3,15.5,Moderate
Meghalaya,25.42531,91.316902,37.1,0.203,46.5,2562.5,14.5,Moderate
Tripura,24.405793,92.139215,142.3,0.507,21.0,854.8,24.8,Moderate
Sikkim,27.123082,88.353458,51.9,0.263,44.2,1837.5,23.4,Moderate
Meghalaya,25.664045,91.309397,69.5,0.206,2.0,461.3,26.1,Low
Arunachal Pradesh,27.081589,96.223492,91.4,0.334,49.5,2200.6,16.7,Moderate
Arunachal Pradesh,28.530822,96.108496,162.6,0.303,26.2,2004.2,19.2,Moderate
Tripura,24.274023,91.972863,42.8,0.248,32.7,1798.5,18.0,Low
Tripura,23.602737,91.793711,83.5,0.233,66.6,2476.3,16.7,Moderate
Sikkim,27.192438,88.606281,83.7,0.195,41.1,1775.1,21.8,Low
Assam,24.752864,94.071882,227.3,0.494,68.2,2972.5,13.1,High
Tripura,23.267357,91.152817,318.1,0.755,4.1,50.0,27.2,Moderate
Arunachal Pradesh,26.995853,91.510957,153.9,0.266,36.6,1784.0,22.8,Moderate
Manipur,25.165605,94.318322,254.9,0.348,24.2,1116.5,26.8,Low
Meghalaya,25.61792,90.284088,142.4,0.278,16.4,289.5,29.7,Low
Arunachal Pradesh,26.750663,91.605209,147.1,0.365,63.0,1760.7,21.6,Moderate
Arunachal Pradesh,26.997245,96.399705,69.5,0.223,2.5,1110.0,26.2,Low
Assam,25.014455,91.931909,118.8,0.22,17.6,1537.0,26.3,Low
Sikkim,27.126415,88.200125,55.8,0.243,38.9,2690.6,10.9,Moderate
Sikkim,27.623069,88.546977,209.4,0.41,26.5,1373.5,21.4,Moderate
Nagaland,25.666169,93.415464,94.2,0.141,8.1,717.2,23.3,Low
Assam,25.642338,91.175481,63.2,0.091,2.0,50.0,31.4,Low
Manipur,24.217152,94.727753,112.1,0.398,15.3,946.4,22.2,Low
Sikkim,27.739561,88.501191,27.4,0.216,11.2,50.0,28.6,Low
Meghalaya,25.49893,91.086833,97.2,0.161,58.0,1965.6,15.7,Moderate
Tripura,23.765448,91.905359,26.2,0.209,48.1,2531.2,10.3,Low
Assam,26.949014,90.781672,88.6,0.238,45.8,1765.1,23.8,Moderate
Tripura,23.70018,91.535546,34.2,0.188,71.6,3471.6,9.7,Moderate
Arunachal Pradesh,29.111581,94.972804,38.2,0.145,6.4,1498.9,19.9,Low
Meghalaya,25.639005,90.146184,31.0,0.081,45.2,2428.2,17.3,Low
Meghalaya,25.726765,90.151612,132.0,0.304,15.9,1058.8,26.9,Low
Arunachal Pradesh,27.51162,92.285631,280.1,0.481,14.1,1205.2,20.1,Moderate
Assam,26.906709,90.999388,192.2,0.559,50.9,2561.5,15.0,Moderate
Arunachal Pradesh,27.675578,96.426211,76.6,0.306,33.1,1438.0,21.4,Low
Tripura,23.226906,91.660147,327.3,0.627,8.0,820.9,25.2,Moderate
Nagaland,25.996616,93.336248,111.8,0.239,4.3,563.2,28.6,Low
Meghalaya,25.95131,90.007138,49.8,0.225,35.2,1486.4,23.0,Moderate
Mizoram,23.133063,92.928882,281.5,0.46,36.3,1550.0,18.7,Moderate
Mizoram,23.533909,93.095221,20.4,0.207,44.5,1883.9,17.6,Low
Tripura,23.305236,91.012972,36.2,0.21,25.8,1133.0,22.9,Low
Manipur,25.174543,93.964182,156.0,0.288,63.8,2542.5,13.8,Moderate
Sikkim,28.003341,88.73925,147.8,0.228,27.7,1224.9,24.4,Moderate
Arunachal Pradesh,29.029979,94.168021,237.4,0.449,2.0,50.0,29.2,Low
Arunachal Pradesh,27.500885,95.85357,164.3,0.327,28.6,1845.9,19.1,Moderate
Manipur,24.657459,93.330196,279.7,0.447,39.4,2174.7,17.3,High
Manipur,25.424451,94.588608,280.3,0.458,17.9,1314.7,22.7,Moderate
Tripura,23.646096,91.09841,80.4,0.226,40.3,1494.8,19.0,Moderate
Tripura,23.520522,92.044599,421.3,0.678,41.0,898.1,25.1,High
Manipur,25.513371,93.366251,314.5,0.524,27.5,1531.0,21.2,High
Meghalaya,25.080368,92.432051,82.1,0.305,42.5,2577.4,9.0,Moderate
Tripura,23.523048,91.704289,86.4,0.297,50.8,2303.8,12.5,Moderate
Nagaland,27.039325,93.433129,15.6,0.147,44.7,701.3,31.6,Low
Tripura,23.937309,91.096337,323.8,0.724,31.0,1669.9,19.5,High
Arunachal Pradesh,27.626407,95.92098,87.4,0.05,13.1,711.0,27.6,Low
Tripura,23.593556,92.296337,14.2,0.123,41.2,1794.0,17.0,Low
Meghalaya,25.670871,90.763486,72.8,0.279,41.1,1584.6,22.3,Moderate
Manipur,24.218212,93.630937,77.6,0.168,22.9,729.3,27.6,Low
Arunachal Pradesh,27.6176,91.877925,99.8,0.265,19.7,763.2,23.3,Low
Tripura,23.491319,91.60351,29.2,0.305,16.6,202.6,27.7,Low
Meghalaya,25.867285,91.770188,218.3,0.491,34.6,2114.0,13.0,Moderate
Nagaland,26.546655,93.316727,366.4,0.54,25.1,1282.1,21.9,Moderate
Tripura,23.248268,91.86019,64.8,0.078,33.5,1789.4,15.5,Moderate
Meghalaya,25.580787,89.81594,29.1,0.185,44.8,1152.0,20.4,Low
Nagaland,26.72854,94.845619,189.1,0.312,23.2,1053.0,24.1,Moderate
Manipur,24.841996,93.119634,155.0,0.28,47.8,1802.3,20.1,Moderate
Tripura,24.126424,91.758828,118.9,0.237,43.9,1873.7,15.9,Moderate
Nagaland,26.685724,94.803494,105.2,0.403,40.3,671.5,24.0,Moderate
Arunachal Pradesh,28.909006,94.349044,218.0,0.458,26.8,1439.8,21.2,Moderate
Manipur,24.066617,94.208083,135.7,0.344,44.4,2379.0,18.5,Moderate
Arunachal Pradesh,28.361421,95.582393,144.3,0.246,11.8,1352.6,22.5,Low
Mizoram,22.341691,92.453468,50.8,0.156,18.1,565.3,27.0,Low
Assam,27.73972,94.42486,94.3,0.185,16.9,263.1,30.0,Low
Tripura,24.353166,91.98633,91.8,0.199,39.9,1447.3,17.7,Moderate
Nagaland,26.334595,94.608265,87.0,0.094,27.8,2049.0,18.9,Moderate
Assam,27.734337,93.346483,96.6,0.172,8.5,50.0,34.0,Low
Assam,26.656044,90.685803,286.7,0.309,31.9,2076.6,15.2,Moderate
Nagaland,26.10045,94.732794,145.8,0.369,28.7,2043.1,16.9,Low
Manipur,24.314791,93.364058,71.2,0.126,49.4,2367.2,20.1,Moderate
Tripura,23.402123,91.313951,40.3,0.246,52.7,2245.8,16.4,Moderate
Mizoram,22.458773,92.752306,277.1,0.463,9.8,899.4,24.1,Moderate
Arunachal Pradesh,29.223516,94.288828,206.9,0.547,44.8,1798.7,17.3,Moderate
Meghalaya,25.225504,90.030915,39.7,0.332,30.6,818.1,25.4,Low
Arunachal Pradesh,28.588468,93.605393,95.2,0.171,33.3,1856.4,19.6,Low
Meghalaya,25.986197,91.778532,33.4,0.254,2.0,167.4,28.8,Low
Arunachal Pradesh,28.888724,92.995703,113.7,0.453,25.3,448.2,26.9,Moderate
Nagaland,26.515482,93.828124,152.8,0.306,43.0,1856.0,20.9,Moderate
Mizoram,24.341578,93.027287,83.0,0.05,20.4,447.9,31.9,Low
Tripura,23.419219,91.350365,110.2,0.148,18.5,775.3,22.0,Low
Meghalaya,25.229112,91.883923,127.6,0.402,19.0,948.7,27.6,Moderate
Tripura,23.249945,91.773894,137.9,0.239,16.1,897.6,25.6,Low
Tripura,23.323416,91.86056,77.7,0.271,46.9,2044.2,23.2,Moderate
Tripura,24.203904,92.011433,88.0,0.3,51.1,2649.3,14.4,Moderate
Sikkim,27.913022,88.16895,52.1,0.085,29.1,1519.4,21.3,Low
Manipur,23.967931,94.258108,145.4,0.469,63.3,2836.6,9.8,Moderate
Arunachal Pradesh,27.605042,93.877904,24.2,0.249,18.9,297.1,29.7,Low
Tripura,22.949839,91.337449,47.9,0.165,13.9,711.9,24.6,Low
Arunachal Pradesh,26.601029,96.335522,49.4,0.129,24.3,627.6,23.9,Low
Tripura,23.289435,91.724538,32.9,0.122,13.5,564.1,27.5,Low
Meghalaya,25.046775,91.800542,163.3,0.435,70.1,3392.8,16.0,High
Manipur,24.413752,94.616255,149.2,0.317,45.8,2270.9,17.4,Moderate
Manipur,25.487425,93.585523,2.9,0.05,38.8,1165.8,20.7,Low
Nagaland,26.911826,95.292315,31.9,0.168,26.6,1052.3,21.6,Low
Sikkim,27.990499,88.760384,370.8,0.697,36.2,1925.8,13.5,High
Nagaland,25.673117,94.453405,121.1,0.415,22.6,464.6,30.3,Low
Nagaland,25.327786,93.489836,99.8,0.185,26.8,1068.9,20.8,Low
Nagaland,27.097896,93.953278,143.2,0.36,29.4,1056.4,25.3,Moderate
Nagaland,26.621549,94.91333,129.3,0.245,60.9,2776.7,14.0,Moderate
Nagaland,26.830244,95.295257,227.5,0.365,41.4,2013.0,23.2,Moderate
Mizoram,22.527891,92.252456,222.9,0.401,22.2,1155.5,22.1,Moderate
Manipur,24.581264,93.234145,161.3,0.318,19.7,1219.2,18.7,Low
Nagaland,25.242609,94.020854,153.3,0.373,13.7,1076.9,26.4,Moderate
Tripura,24.153981,91.736035,45.3,0.204,6.1,115.3,29.3,Low
Manipur,24.394278,94.177816,117.8,0.25,37.5,1489.8,19.6,Low
Manipur,24.240835,93.025887,90.6,0.14,30.3,1212.0,21.8,Low
Assam,27.210284,93.629581,101.8,0.286,24.6,861.2,25.1,Low
Mizoram,23.881987,92.250619,141.9,0.395,36.4,1100.5,19.9,Moderate
Nagaland,26.790527,94.539052,62.5,0.338,43.0,1716.9,18.7,Moderate
Arunachal Pradesh,28.190186,94.935377,44.4,0.116,53.9,3046.8,10.8,Moderate
Meghalaya,26.03732,91.56081,101.4,0.085,9.0,366.1,29.3,Low
Sikkim,27.69714,88.891611,62.8,0.066,48.6,1637.2,19.9,Moderate
Tripura,24.110768,91.574982,53.2,0.239,51.1,1864.6,15.8,Moderate
Arunachal Pradesh,28.622191,93.640768,61.9,0.292,12.7,50.0,31.9,Low
Mizoram,22.495076,92.975907,114.1,0.288,13.9,655.9,23.9,Low
Meghalaya,26.113819,92.587419,335.5,0.547,21.1,957.4,26.9,Moderate
Mizoram,22.788954,92.885981,83.4,0.284,33.3,638.3,26.8,Low
Tripura,23.238617,92.29432,188.9,0.271,57.2,2557.4,17.5,Moderate
Manipur,25.664124,94.169116,173.8,0.612,50.2,2024.3,18.8,High
Meghalaya,25.965297,91.9453,68.8,0.227,37.3,1633.7,21.2,Low
Manipur,24.927001,93.096026,207.6,0.423,35.8,1295.2,20.5,Moderate
Tripura,23.627623,91.877222,395.2,0.701,31.3,1431.1,17.7,High
Arunachal Pradesh,28.532595,93.552174,111.6,0.17,56.2,2870.3,11.7,Moderate
Tripura,24.406707,91.217564,74.5,0.071,46.9,1541.3,19.3,Moderate
Arunachal Pradesh,28.001078,95.299862,165.6,0.442,36.0,1920.1,20.9,Moderate
Meghalaya,25.836563,91.745917,364.3,0.396,2.0,381.7,25.0,Moderate
Meghalaya,25.330346,90.26862,41.9,0.05,10.0,194.2,33.6,Low
Nagaland,26.408287,94.498604,49.9,0.427,35.1,1596.5,22.3,Moderate
Mizoram,22.366326,93.116681,86.3,0.16,30.2,1334.3,21.7,Moderate
Nagaland,26.064827,94.635521,200.0,0.47,15.3,305.3,25.9,Moderate
Mizoram,24.077154,92.420647,45.9,0.373,12.3,1249.0,23.3,Low
Nagaland,25.236375,94.858205,230.3,0.51,22.7,1151.0,23.3,Moderate
Manipur,24.958425,94.259351,61.4,0.251,2.0,50.0,32.5,Low
Meghalaya,26.005786,92.208433,68.0,0.185,35.4,538.7,25.0,Low
Arunachal Pradesh,29.38276,94.447643,82.5,0.197,41.7,2425.5,13.3,Low
Mizoram,23.170089,92.722453,86.7,0.265,42.1,1764.2,20.6,Moderate
Tripura,23.145906,91.744389,39.2,0.206,34.2,880.6,27.3,Low
Mizoram,22.620233,93.3977,452.4,0.79,29.5,759.4,25.4,High
Arunachal Pradesh,28.249572,94.760621,125.5,0.306,47.1,1907.6,17.6,Moderate
Nagaland,25.874357,93.403979,101.6,0.262,75.0,3500.0,10.7,Moderate
Mizoram,21.982534,92.750336,107.2,0.282,23.7,1207.9,21.2,Low
Sikkim,27.101478,88.546162,87.0,0.37,11.1,1283.6,22.6,Low
Manipur,25.473849,94.589247,131.5,0.323,67.3,2549.2,11.0,High
Meghalaya,25.790854,90.433695,43.8,0.12,35.9,1358.6,23.1,Low
Arunachal Pradesh,29.08899,96.373514,129.5,0.255,20.3,1061.6,25.4,Low
Meghalaya,25.235984,92.012278,139.4,0.49,35.0,2293.6,15.6,Moderate
Sikkim,27.343823,88.722376,212.8,0.469,9.8,1034.8,25.6,Moderate
Mizoram,24.492819,92.239034,311.3,0.575,46.0,1796.5,20.4,High
Mizoram,24.233151,93.00942,71.1,0.175,34.9,1719.8,18.1,Moderate
Tripura,24.457412,91.604512,15.2,0.05,25.8,815.9,22.0,Low
Sikkim,28.016866,88.056155,98.7,0.271,52.8,2168.3,19.3,Moderate
Arunachal Pradesh,27.505837,91.868591,81.8,0.206,24.2,1143.9,23.1,Low
Tripura,24.460549,92.062066,298.2,0.548,38.7,1996.3,20.3,High
Manipur,25.41984,94.688337,124.1,0.393,28.8,2103.3,18.0,Moderate
Tripura,23.036166,91.501277,39.0,0.295,35.7,827.6,27.3,Low
Assam,24.298347,91.027997,164.0,0.288,16.9,350.5,26.1,Moderate
Arunachal Pradesh,27.188097,94.08009,55.7,0.15,28.1,959.2,20.5,Low
Assam,25.127961,90.336162,86.3,0.353,2.0,906.0,24.2,Low
Sikkim,27.200989,88.132548,121.2,0.312,20.8,717.1,32.4,Low
Nagaland,27.048846,94.818585,106.0,0.362,41.0,1371.7,19.1,Moderate
Assam,28.064598,92.470365,74.2,0.146,10.2,218.0,24.3,Low
Manipur,24.3289,94.436928,146.2,0.266,67.3,2810.7,12.3,Moderate
Tripura,23.422006,91.389198,106.3,0.262,38.4,1435.6,20.8,Moderate
Nagaland,25.641761,93.559358,57.8,0.194,27.0,1317.9,20.6,Low
Tripura,23.310341,91.461916,121.3,0.437,50.9,2420.9,14.5,Moderate
Assam,26.830776,90.094159,109.2,0.369,33.5,1514.6,17.5,Low
Tripura,23.236811,92.051731,174.0,0.313,46.8,1804.2,19.3,Moderate
Sikkim,27.176306,88.308381,103.9,0.343,32.5,1323.2,19.8,Moderate
Nagaland,26.842852,93.609851,101.3,0.279,24.1,698.2,26.5,Low
Sikkim,27.099284,88.436084,29.7,0.135,41.5,1811.2,16.9,Low
Assam,25.270162,93.249473,314.7,0.445,32.8,1750.5,21.0,Moderate
Sikkim,27.964566,88.123434,91.4,0.355,33.6,836.8,27.1,Moderate
Manipur,24.903328,93.909916,55.4,0.126,34.8,2056.6,16.0,Moderate
Assam,24.605131,93.63119,164.1,0.488,17.2,594.0,29.9,Low
Assam,25.14929,92.773356,100.8,0.231,31.3,1356.8,24.5,Low
Assam,24.345544,92.59538,77.5,0.115,59.1,2631.8,17.4,Moderate
Arunachal Pradesh,27.41939,96.023097,61.6,0.157,55.2,1984.3,19.3,Moderate
Tripura,22.991166,91.544189,117.9,0.194,58.7,2010.3,19.7,Moderate
Arunachal Pradesh,27.875294,95.487533,152.6,0.184,7.8,479.9,27.0,Low
Arunachal Pradesh,28.222863,95.169668,89.0,0.324,36.8,1351.6,20.3,Moderate
Manipur,25.276394,94.551965,88.7,0.187,37.2,1137.9,27.1,Low
Nagaland,25.796363,94.376045,156.3,0.498,51.7,1946.1,19.8,Moderate
Tripura,24.244173,92.286286,97.8,0.229,39.2,1885.7,15.6,Low
Sikkim,28.067423,88.334321,55.4,0.183,41.1,1231.3,21.0,Low
Mizoram,22.407433,92.83621,480.1,0.875,17.9,587.2,23.4,High
Assam,27.114894,92.803185,159.1,0.119,23.5,1315.6,22.5,Moderate
Sikkim,27.579817,88.754407,41.6,0.397,7.7,50.0,33.8,Low
Assam,25.517896,95.116706,108.8,0.268,44.0,1742.6,19.8,Moderate
Manipur,24.572929,93.59082,157.6,0.263,66.3,2899.1,14.0,Moderate
Assam,25.906758,94.503416,121.8,0.208,31.3,973.7,24.6,Moderate
Arunachal Pradesh,26.878006,92.580306,181.3,0.453,26.2,1566.3,19.3,Moderate
Tripura,24.422312,91.228139,291.8,0.472,28.1,630.7,31.0,Moderate
Mizoram,23.376091,92.953109,28.1,0.218,2.0,50.0,27.6,Low
Meghalaya,25.587549,91.734236,103.8,0.316,26.0,1183.4,25.8,Low
Assam,24.965272,93.181772,52.7,0.161,50.6,2354.4,17.3,Low
Sikkim,27.446608,88.595501,70.4,0.241,2.0,441.2,25.3,Low
Arunachal Pradesh,26.923671,94.639826,128.8,0.109,23.8,853.2,23.5,Low
Meghalaya,25.222324,90.635929,147.5,0.311,34.3,1408.1,20.3,Moderate
Mizoram,22.468645,92.437689,64.3,0.123,39.3,1391.1,23.7,Low
Meghalaya,25.990853,90.657123,118.3,0.404,51.9,2411.7,15.1,Moderate
Arunachal Pradesh,29.281371,96.834596,75.2,0.35,61.1,1718.2,20.9,Moderate
Tripura,23.814017,91.185901,83.0,0.504,29.4,807.9,23.7,Moderate
Tripura,23.499277,92.037052,373.7,0.813,2.0,50.0,28.9,Moderate
Nagaland,25.898042,93.474034,135.1,0.327,34.1,1711.9,17.3,Moderate
Tripura,23.790856,92.098657,27.9,0.232,47.3,2126.2,12.3,Moderate
Nagaland,26.71226,93.650246,65.8,0.284,22.8,715.5,28.1,Moderate
Meghalaya,25.807318,90.461513,393.9,0.633,60.1,2137.6,17.3,High
Manipur,24.214594,94.573329,182.1,0.157,27.2,1864.2,18.0,Low
Sikkim,27.299603,88.236923,209.9,0.449,21.8,645.4,28.8,Low
Sikkim,27.000784,88.783602,146.3,0.425,59.6,2562.5,12.0,Moderate
Meghalaya,25.951114,91.681987,79.9,0.404,38.6,877.3,26.1,Low
Assam,27.151116,90.657906,129.6,0.44,24.2,1422.4,22.4,Moderate
Assam,25.924959,91.912682,26.9,0.241,39.4,1382.8,21.4,Low
Tripura,23.050042,91.63197,116.6,0.299,43.0,2381.4,13.2,Moderate
Sikkim,28.104888,88.036053,104.6,0.173,38.3,746.0,25.5,Moderate
Sikkim,27.349753,88.186787,83.2,0.335,46.5,2355.8,17.5,Moderate
Nagaland,25.652479,95.116869,119.1,0.327,20.2,960.6,20.4,Moderate
Manipur,24.689331,93.839339,336.9,0.824,2.0,948.9,24.8,Moderate
Arunachal Pradesh,28.781727,92.349707,165.0,0.533,28.3,1614.2,20.6,Moderate
Assam,26.046514,92.408907,197.0,0.368,34.3,2075.5,15.9,Moderate
Sikkim,27.716293,88.899602,88.9,0.23,39.1,1417.0,23.0,Low
Nagaland,26.661953,94.095731,56.4,0.53,20.4,1364.2,23.7,Moderate
Mizoram,24.051638,92.421921,88.8,0.356,33.8,1325.5,21.9,Low
Nagaland,25.257881,93.708897,54.7,0.154,46.8,1643.6,23.4,Moderate
Assam,25.429729,92.916659,58.7,0.388,23.9,1511.1,21.6,Low
Assam,26.583542,95.436816,103.6,0.185,29.0,639.3,24.8,Low
Nagaland,26.168723,94.302551,120.4,0.278,23.8,705.0,19.9,Moderate
Arunachal Pradesh,26.650729,91.692014,187.8,0.311,10.9,90.6,29.7,Low
Meghalaya,25.661392,91.114536,117.2,0.304,34.8,983.2,23.7,Low
Assam,27.524558,90.712281,113.4,0.138,32.7,1321.3,23.5,Moderate
Nagaland,25.247446,94.198078,43.8,0.192,36.2,1884.9,23.7,Low
Sikkim,27.284974,88.044653,94.6,0.153,32.2,1789.5,19.6,Moderate
Nagaland,26.576737,93.523186,150.5,0.39,14.1,999.4,23.4,Low
Manipur,24.955807,93.50589,116.9,0.162,31.6,1626.3,20.6,Low
Meghalaya,25.208195,90.939255,14.5,0.28,47.8,1910.0,18.0,Moderate
Mizoram,23.983759,92.709722,203.3,0.51,32.5,1356.1,23.1,Moderate
Arunachal Pradesh,28.752309,92.190175,11.5,0.146,24.3,1144.8,24.0,Low
Tripura,24.136434,91.308013,69.3,0.331,29.5,1128.6,22.8,Low
Mizoram,23.661222,92.935516,135.4,0.174,36.3,2097.8,12.9,Moderate
Meghalaya,26.114974,90.961968,57.4,0.05,35.6,1298.5,18.3,Low
Meghalaya,25.079398,89.857466,113.2,0.192,49.7,2455.2,10.8,Moderate
Meghalaya,25.99223,91.374207,115.9,0.174,22.9,663.5,27.3,Low
Mizoram,23.915635,92.504753,76.8,0.198,58.5,2212.6,14.3,Moderate
Sikkim,27.4141,88.027093,49.1,0.217,8.7,1036.9,28.1,Low
Meghalaya,26.153791,91.803604,246.9,0.467,27.9,1441.6,18.4,Moderate
Nagaland,26.97309,93.830993,210.2,0.494,26.0,989.9,22.2,Moderate
Mizoram,23.489805,93.08205,7.0,0.069,26.7,1268.7,21.8,Low
Tripura,23.40808,92.102542,72.4,0.332,21.9,837.4,23.4,Low
Meghalaya,26.136594,92.454565,116.3,0.245,13.7,1314.0,24.2,Low
Nagaland,26.604227,93.854929,48.7,0.168,43.1,1225.6,19.9,Low
Sikkim,27.337939,88.867024,94.4,0.424,29.0,1045.2,25.1,Low
Manipur,23.819541,94.28889,12.8,0.062,57.3,2040.3,17.4,Low
Sikkim,27.847495,88.560421,201.2,0.46,36.5,1742.8,18.6,High
Tripura,24.484174,91.405443,12.4,0.2,33.9,806.6,25.6,Low
Meghalaya,25.407966,90.036818,43.6,0.109,18.0,1250.6,19.9,Low
Tripura,23.608477,91.339363,127.3,0.252,41.5,1765.3,21.7,Moderate
Mizoram,22.792805,93.284943,241.7,0.364,70.6,2530.9,13.7,High
Assam,27.929035,90.870118,76.1,0.347,33.6,1729.1,23.3,Moderate
Meghalaya,25.447011,92.585892,46.5,0.05,19.5,1808.4,19.1,Low
Assam,24.259596,90.281871,116.0,0.245,14.7,588.9,25.6,Low
Nagaland,25.509303,94.490426,156.5,0.412,54.1,1788.6,17.1,Moderate
Manipur,24.085897,94.742537,79.4,0.248,33.8,1397.7,21.8,Low
Arunachal Pradesh,27.840144,94.258349,38.7,0.05,2.0,595.0,24.0,Low
Tripura,23.294654,91.612248,107.0,0.314,20.2,1261.1,18.6,Low
Sikkim,27.794296,88.676059,82.3,0.27,22.1,942.5,24.9,Low
Manipur,25.232349,94.040204,34.1,0.127,38.6,812.7,24.3,Low
Meghalaya,26.085232,92.252224,95.8,0.352,38.9,1562.7,21.3,Moderate
Assam,27.179602,90.050315,230.9,0.43,2.0,108.7,30.7,Low
Sikkim,27.008254,88.191203,272.2,0.48,27.4,1293.7,19.7,Moderate
Assam,26.786799,92.290544,221.4,0.554,39.2,982.5,26.8,Moderate
Mizoram,22.946256,93.349963,97.3,0.059,16.5,1470.3,24.6,Low
Assam,27.761364,95.427804,191.1,0.507,54.6,1428.3,20.3,High
Mizoram,22.716083,93.098373,122.6,0.246,60.8,2265.7,16.5,Moderate
Nagaland,25.716103,93.68122,194.8,0.593,57.7,1433.7,18.8,High
Sikkim,27.221559,88.307897,100.0,0.322,13.1,252.2,32.2,Low
Sikkim,27.515949,88.747854,84.4,0.232,20.7,1050.6,24.1,Low
Arunachal Pradesh,26.859673,95.542092,66.8,0.229,30.4,1207.3,22.9,Low
Meghalaya,25.637746,90.663836,203.2,0.355,45.2,2316.4,16.7,Moderate
Mizoram,23.181331,92.589925,72.4,0.324,26.6,1544.4,22.0,Moderate
Arunachal Pradesh,28.288246,93.886142,107.5,0.247,27.8,1020.6,25.9,Low
Assam,24.690503,90.434473,93.8,0.372,2.0,446.6,26.8,Low
Assam,26.296122,95.385202,181.9,0.573,46.3,1613.2,18.9,High
Arunachal Pradesh,27.531873,95.531501,204.2,0.267,18.6,1012.6,17.5,Low
Sikkim,27.790394,88.838399,98.0,0.299,34.5,2175.9,15.0,Moderate
Assam,27.44812,93.269613,59.3,0.321,46.3,2405.3,13.8,Moderate
Tripura,23.951249,92.167902,55.4,0.32,16.9,1196.2,22.4,Low
Nagaland,25.959086,93.953589,246.5,0.477,40.9,1000.0,26.1,Moderate
Nagaland,25.220541,94.953102,83.2,0.249,36.8,1071.0,23.3,Low
Tripura,24.181569,91.135791,93.7,0.326,24.8,1070.0,21.0,Low
Arunachal Pradesh,28.230572,94.051899,122.1,0.238,22.8,770.4,27.2,Low
Tripura,23.089935,92.274739,135.4,0.364,47.1,1590.1,14.9,Moderate
Mizoram,22.458209,92.287404,113.8,0.27,12.6,759.1,25.9,Low
Mizoram,23.446603,93.160527,98.2,0.182,21.5,829.6,23.8,Low
Arunachal Pradesh,26.59733,95.122947,60.8,0.194,19.3,1105.9,24.6,Low
Tripura,23.751667,91.134245,145.8,0.3,40.6,1426.3,20.7,Moderate
Mizoram,22.348562,92.938367,160.9,0.539,29.4,1640.9,22.0,Moderate
Sikkim,27.355629,88.844484,166.3,0.426,32.5,1503.3,21.4,Moderate
Tripura,24.209984,92.278637,154.7,0.344,19.8,1144.5,19.9,Moderate
Sikkim,27.311605,88.872751,68.9,0.158,40.2,1712.9,23.4,Low
Mizoram,23.021208,92.651774,64.1,0.465,12.3,687.5,23.3,Low
Nagaland,25.295664,93.405531,78.6,0.082,22.3,842.9,25.1,Low
Mizoram,23.699229,92.795308,56.1,0.211,2.0,790.3,26.1,Low
Sikkim,27.271826,88.552573,33.2,0.133,2.0,50.0,29.8,Low
Manipur,24.28043,94.039737,37.9,0.145,28.7,1653.1,23.0,Low
Meghalaya,25.43105,92.270657,145.5,0.352,44.1,1674.5,17.4,Moderate
Assam,27.446924,92.707308,144.8,0.293,29.0,1122.7,22.7,Low
Tripura,23.461311,91.471328,40.6,0.188,23.4,453.9,22.9,Low
Manipur,25.330858,93.590723,69.4,0.294,57.6,2357.6,15.3,Moderate
Mizoram,22.443554,92.310095,257.5,0.349,29.7,1348.2,27.5,Moderate
Nagaland,26.086717,94.264264,176.4,0.306,61.1,1746.5,21.9,Moderate
Arunachal Pradesh,29.022726,92.716813,54.9,0.19,18.7,950.2,23.8,Low
Mizoram,22.890577,93.250927,148.0,0.275,47.3,2691.4,18.3,Moderate
Nagaland,26.764885,94.069222,27.8,0.05,53.3,2056.4,16.8,Low
Meghalaya,25.550949,90.709858,132.8,0.405,3.1,358.7,24.1,Low
Mizoram,24.324643,92.354237,178.1,0.12,21.7,1025.7,20.9,Low
Sikkim,28.120499,88.61548,156.8,0.43,13.3,471.4,27.6,Low
Arunachal Pradesh,28.094716,91.679625,144.2,0.318,12.9,623.2,26.0,Low
Nagaland,26.103633,94.115496,194.8,0.552,30.7,1228.7,25.4,Moderate
Nagaland,25.506316,94.612819,90.9,0.274,2.0,520.4,28.6,Low
Nagaland,27.045187,94.424378,65.2,0.133,21.4,1092.1,23.1,Low
Meghalaya,25.857704,90.005351,142.7,0.314,44.2,1752.0,20.1,Low
Mizoram,22.985934,92.351266,65.7,0.084,36.1,1195.9,23.3,Low
Meghalaya,25.735355,92.615446,68.1,0.268,18.8,1126.4,15.9,Low
Tripura,23.958844,91.099844,98.9,0.388,49.6,2113.5,17.8,Moderate
Assam,25.489598,93.169179,127.4,0.281,4.4,532.8,26.0,Moderate
Assam,25.693473,94.951957,200.3,0.481,63.5,3124.4,9.6,High
